Date,ticker,exit_state,exit_flag,triggers,rank,horizon,fwd_return
2023-12-07,BBRI.JK,HEALTHY,0,,2,90D,0.14979417218729418
2023-12-13,BBRI.JK,EXIT,1,D1,2,90D,0.21260735231956973
2023-12-14,BBRI.JK,HEALTHY,0,,2,90D,0.16273148448725383
2024-01-29,BBRI.JK,HEALTHY,0,,2,90D,-0.09874550031095952
2024-04-16,BBRI.JK,EXIT,1,D1+D2,4,90D,-0.10467285918630931
2024-09-19,BBRI.JK,HEALTHY,0,,7,90D,-0.2314813783500046
2024-09-20,BBRI.JK,EXIT,1,D2,7,90D,-0.2390698628094653
2024-09-23,BBRI.JK,HEALTHY,0,,7,90D,-0.26181825920618507
2024-09-25,BBRI.JK,EXIT,1,D2,7,90D,-0.211267643845525
2025-05-23,BBRI.JK,HEALTHY,0,,8,90D,-0.04827584539259655
2025-05-26,BBRI.JK,EXIT,1,D2,8,90D,-0.06250000390202826
2025-05-27,BBRI.JK,HEALTHY,0,,8,90D,-0.08924478304380845
2025-06-02,BBRI.JK,EXIT,1,D2,8,90D,-0.040476137727136874
2025-11-11,BBRI.JK,EXIT,1,D2,15,90D,0.008265273613420776
2025-11-25,BBRI.JK,EXIT,1,D1,15,90D,0.021351453593428715
2026-01-02,BBRI.JK,EXIT,1,D2,12,90D,-0.04945055219709493
2026-01-28,BBRI.JK,EXIT,1,D2,12,90D,-0.03318222944081517
2022-03-09,BMRI.JK,HEALTHY,0,,4,90D,0.13355064501305391
2022-03-21,BMRI.JK,HEALTHY,0,,4,90D,0.03594758227872097
2022-04-21,BMRI.JK,HEALTHY,0,,3,90D,-0.039156648521191384
2022-06-07,BMRI.JK,HEALTHY,0,,3,90D,0.07831329704238277
2022-06-15,BMRI.JK,HEALTHY,0,,3,90D,0.13855436810209776
2022-07-01,BMRI.JK,EXIT,1,D1+D2,5,90D,0.21710518495664388
2022-07-25,BMRI.JK,EXIT,1,D1,5,90D,0.3311897182466097
2022-07-26,BMRI.JK,HEALTHY,0,,5,90D,0.28125015712315404
2022-11-24,BMRI.JK,HEALTHY,0,,3,90D,-0.02200487641547344
2022-11-30,BMRI.JK,HEALTHY,0,,3,90D,-0.049881244976170636
2022-12-16,BMRI.JK,HEALTHY,0,,5,90D,-0.024752453269609398
2023-01-10,BMRI.JK,EXIT,1,D1+D2,5,90D,0.1615286269727232
2023-01-27,BMRI.JK,HEALTHY,0,,5,90D,0.058904901781642094
2023-02-02,BMRI.JK,EXIT,1,D1,4,90D,0.09157037926234834
2023-02-07,BMRI.JK,HEALTHY,0,,4,90D,0.04845941307054891
2023-03-14,BMRI.JK,EXIT,1,D1,2,90D,0.1013434860211746
2023-03-15,BMRI.JK,HEALTHY,0,,2,90D,0.11901966514442086
2023-03-17,BMRI.JK,HEALTHY,0,,2,90D,0.09787041847746525
2023-05-03,BMRI.JK,HEALTHY,0,,2,90D,0.12918656495314007
2023-05-22,BMRI.JK,HEALTHY,0,,2,90D,0.14832518190253285
2023-05-25,BMRI.JK,HEALTHY,0,,2,90D,0.16425124521206347
2023-06-09,BMRI.JK,HEALTHY,0,,2,90D,0.1414633722365768
2023-06-16,BMRI.JK,HEALTHY,0,,2,90D,0.17961169956876488
2023-06-27,BMRI.JK,HEALTHY,0,,2,90D,0.16346144101353643
2023-09-13,BMRI.JK,HEALTHY,0,,3,90D,-0.008547054377934904
2023-09-15,BMRI.JK,HEALTHY,0,,3,90D,0.004219485235295917
2023-09-20,BMRI.JK,HEALTHY,0,,3,90D,-0.01646088962519776
2023-09-26,BMRI.JK,HEALTHY,0,,3,90D,0.012658243932180291
2023-10-03,BMRI.JK,HEALTHY,0,,3,90D,0.004115196588212022
2023-10-10,BMRI.JK,HEALTHY,0,,3,90D,0.07083345706653188
2023-10-31,BMRI.JK,EXIT,1,D1,3,90D,0.17180614889446888
2023-11-15,BMRI.JK,HEALTHY,0,,3,90D,0.20675107048961983
2023-12-06,BMRI.JK,EXIT,1,D1,4,90D,0.27586226292353255
2023-12-28,BMRI.JK,HEALTHY,0,,4,90D,0.1798534851062652
2024-03-19,BMRI.JK,HEALTHY,0,,1,90D,-0.09695683395724897
2024-04-18,BMRI.JK,HEALTHY,0,,1,90D,-0.03308823948914119
2024-04-24,BMRI.JK,HEALTHY,0,,1,90D,-0.09219852872265488
2024-04-29,BMRI.JK,HEALTHY,0,,1,90D,-0.05054151344514046
2024-05-02,BMRI.JK,EXIT,1,D1,1,90D,0.07114625326489143
2024-05-20,BMRI.JK,EXIT,1,D1,1,90D,0.14624496082130278
2024-06-11,BMRI.JK,EXIT,1,D2,1,90D,0.1836733977949787
2024-07-04,BMRI.JK,HEALTHY,0,,2,90D,0.11599997478884227
2024-07-08,BMRI.JK,EXIT,1,D1,2,90D,0.11646583572938285
2024-07-12,BMRI.JK,HEALTHY,0,,2,90D,0.08171210924686911
2024-09-02,BMRI.JK,HEALTHY,0,,1,90D,-0.16666655613794978
2024-09-20,BMRI.JK,HEALTHY,0,,1,90D,-0.22260273776600414
2024-10-03,BMRI.JK,HEALTHY,0,,2,90D,-0.2056737972926147
2024-10-17,BMRI.JK,HEALTHY,0,,2,90D,-0.16262975092514598
2024-10-30,BMRI.JK,EXIT,1,D1,2,90D,-0.24444449553326963
2024-11-06,BMRI.JK,EXIT,1,D1,3,90D,-0.23282449391021054
2024-11-26,BMRI.JK,EXIT,1,D2,3,90D,-0.24062503963490378
2024-11-29,BMRI.JK,EXIT,1,D2,3,90D,-0.21300811169710743
2025-12-18,BMRI.JK,HEALTHY,0,,5,90D,-0.07884676215872655
2025-12-24,BMRI.JK,HEALTHY,0,,5,90D,-0.07676760734667887
2026-01-07,BMRI.JK,EXIT,1,D2,5,90D,-0.039501002281061126
2026-01-09,BMRI.JK,EXIT,1,D2,5,90D,-0.012605088937816089
2026-01-15,BMRI.JK,HEALTHY,0,,5,90D,-0.11823650123153318
2026-01-28,BMRI.JK,EXIT,1,D1+D2,5,90D,0.01535085674212322
2026-02-04,BMRI.JK,HEALTHY,0,,5,90D,-0.08554885248160327
2022-01-03,BRPT.JK,EXIT,1,D2,99,90D,0.0523256787597568
2022-02-11,BRPT.JK,EXIT,1,D2,99,90D,-0.2018206189836793
2022-08-15,BRPT.JK,EXIT,1,D2,11,90D,-0.17098445661977502
2023-02-20,BRPT.JK,HEALTHY,0,,5,90D,-0.202185774040184
2023-03-01,BRPT.JK,EXIT,1,D2,9,90D,-0.14367822451276202
2023-08-14,BRPT.JK,HEALTHY,0,,2,90D,0.26373627334200056
2023-08-18,BRPT.JK,EXIT,1,D2,2,90D,0.29050276541453934
2023-08-24,BRPT.JK,HEALTHY,0,,2,90D,-0.009999982867207158
2023-09-29,BRPT.JK,EXIT,1,D2,1,90D,0.02307683473370381
2023-10-02,BRPT.JK,HEALTHY,0,,1,90D,0.04135342808142073
2023-10-04,BRPT.JK,EXIT,1,D2,1,90D,0.06614791476573445
2023-10-06,BRPT.JK,HEALTHY,0,,1,90D,-0.025830235973734128
2023-10-09,BRPT.JK,EXIT,1,D2,1,90D,-0.16279064913834673
2023-12-06,BRPT.JK,HEALTHY,0,,1,90D,-0.20992360493387063
2023-12-14,BRPT.JK,EXIT,1,D2,1,90D,-0.41486070797606867
2025-07-01,BRPT.JK,HEALTHY,0,,3,90D,1.2658610271903323
2025-08-07,BRPT.JK,EXIT,1,D2,4,90D,0.5
2025-08-08,BRPT.JK,HEALTHY,0,,4,90D,0.45934959349593485
2025-08-11,BRPT.JK,EXIT,1,D2,4,90D,0.5276595744680852
2025-09-17,BRPT.JK,HEALTHY,0,,3,90D,0.4516129032258065
2025-10-17,BRPT.JK,EXIT,1,D2,4,90D,-0.21643835616438356
2022-01-03,CPIN.JK,EXIT,1,D2,99,90D,-0.05042018723993047
2022-07-05,CPIN.JK,EXIT,1,D2,12,90D,0.008968520965005444
2022-07-12,CPIN.JK,EXIT,1,D2,12,90D,-0.03124996573558836
2022-07-15,CPIN.JK,EXIT,1,D2,12,90D,-0.022321482415503913
2022-07-29,CPIN.JK,EXIT,1,D2,12,90D,0.022321482415504024
2022-08-02,CPIN.JK,HEALTHY,0,,10,90D,-0.05508480345737343
2022-08-15,CPIN.JK,EXIT,1,D2,10,90D,0.026905838239513313
2022-08-26,CPIN.JK,HEALTHY,0,,10,90D,-0.02553175293435439
2022-09-01,CPIN.JK,HEALTHY,0,,10,90D,-0.008510555279852117
2022-09-14,CPIN.JK,EXIT,1,D2,10,90D,0.04017854042743707
2022-10-04,CPIN.JK,EXIT,1,D1,10,90D,0.022624395416627197
2022-10-14,CPIN.JK,EXIT,1,D2,10,90D,0.174528224469632
2022-10-20,CPIN.JK,EXIT,1,D2,10,90D,0.13425915529098442
2022-10-25,CPIN.JK,EXIT,1,D1,10,90D,0.07207199981118473
2022-10-26,CPIN.JK,HEALTHY,0,,10,90D,0.0528634575721032
2022-10-31,CPIN.JK,EXIT,1,D1,10,90D,0.04932723243352588
2022-11-01,CPIN.JK,HEALTHY,0,,10,90D,0.004273462408959983
2022-11-30,CPIN.JK,EXIT,1,D1,10,90D,-0.0570174347984822
2023-02-08,CPIN.JK,EXIT,1,D1,15,90D,-0.11739130163949107
2023-02-13,CPIN.JK,EXIT,1,D1,15,90D,-0.11304351849899053
2023-02-22,CPIN.JK,EXIT,1,D1,15,90D,-0.130131018261188
2023-07-18,CPIN.JK,EXIT,1,D2,15,90D,0.004694885756082234
2023-09-26,CPIN.JK,HEALTHY,0,,10,90D,-0.05600703084199321
2023-10-12,CPIN.JK,EXIT,1,D2,10,90D,-0.06503878247800521
2023-10-18,CPIN.JK,HEALTHY,0,,10,90D,-0.10872857571194317
2023-10-19,CPIN.JK,EXIT,1,D2,10,90D,-0.09281574090793021
2023-10-27,CPIN.JK,HEALTHY,0,,10,90D,-0.1493854794445182
2023-11-07,CPIN.JK,HEALTHY,0,,9,90D,-0.13533919988081045
2023-11-29,CPIN.JK,EXIT,1,D1+D2,9,90D,-0.04356435584487062
2024-04-18,CPIN.JK,EXIT,1,D1,17,90D,0.12273250239891342
2024-04-24,CPIN.JK,EXIT,1,D1,17,90D,0.06168067450264081
2024-04-26,CPIN.JK,EXIT,1,D1+D2,17,90D,0.09553204123218095
2024-04-30,CPIN.JK,EXIT,1,D1,17,90D,0.03628161578944744
2024-06-14,CPIN.JK,EXIT,1,D1,17,90D,-0.020408181981592
2024-08-12,CPIN.JK,EXIT,1,D1,16,90D,-0.05631070239094316
2024-08-16,CPIN.JK,EXIT,1,D1,16,90D,-0.05242724244967356
2024-09-27,CPIN.JK,EXIT,1,D2,16,90D,-0.008333361939573791
2024-11-11,CPIN.JK,EXIT,1,D2,17,90D,-0.02310919257128996
2024-11-15,CPIN.JK,EXIT,1,D2,17,90D,-0.029227502353475487
2024-12-05,CPIN.JK,EXIT,1,D1,17,90D,-0.11156191830637652
2024-12-13,CPIN.JK,EXIT,1,D1,17,90D,-0.09494949515327367
2024-12-18,CPIN.JK,EXIT,1,D2,17,90D,-0.056842067420794895
2024-12-24,CPIN.JK,EXIT,1,D2,17,90D,-0.11627907590477582
2025-01-03,CPIN.JK,EXIT,1,D1+D2,17,90D,-0.1106471742293208
2025-01-09,CPIN.JK,EXIT,1,D2,17,90D,-0.1270833794934032
2025-05-09,CPIN.JK,EXIT,1,D2,17,90D,-0.054109172024095376
2025-06-20,CPIN.JK,EXIT,1,D2,17,90D,0.021505376344086002
2025-07-01,CPIN.JK,EXIT,1,D2,6,90D,0.0
2025-07-03,CPIN.JK,HEALTHY,0,,6,90D,-0.01680672268907568
2025-07-04,CPIN.JK,EXIT,1,D2,6,90D,0.05676855895196509
2025-07-09,CPIN.JK,HEALTHY,0,,6,90D,-0.026748971193415683
2025-07-17,CPIN.JK,HEALTHY,0,,6,90D,-0.032835820895522394
2025-07-22,CPIN.JK,HEALTHY,0,,6,90D,-0.010121457489878583
2025-08-06,CPIN.JK,EXIT,1,D2,14,90D,0.04112554112554112
2025-09-11,CPIN.JK,HEALTHY,0,,6,90D,-0.002136752136752129
2025-10-13,CPIN.JK,EXIT,1,D1,11,90D,-0.03191489361702127
2025-10-31,CPIN.JK,EXIT,1,D1,11,90D,-0.047109207708779466
2025-11-04,CPIN.JK,EXIT,1,D1,11,90D,-0.05073995771670192
2025-11-17,CPIN.JK,EXIT,1,D1,11,90D,-0.0390455531453362
2025-11-20,CPIN.JK,EXIT,1,D1,11,90D,-0.06765327695560253
2025-11-24,CPIN.JK,EXIT,1,D1,11,90D,-0.16701902748414377
2025-11-27,CPIN.JK,EXIT,1,D1,11,90D,-0.21199143468950754
2025-12-08,CPIN.JK,HEALTHY,0,,10,90D,-0.17291666666666672
2025-12-09,CPIN.JK,EXIT,1,D1,10,90D,-0.1498929336188437
2025-12-16,CPIN.JK,EXIT,1,D1+D2,10,90D,-0.10087719298245612
2025-12-22,CPIN.JK,EXIT,1,D2,10,90D,-0.0703296703296703
2025-12-29,CPIN.JK,EXIT,1,D2,10,90D,-0.03083700440528636
2026-01-19,CPIN.JK,EXIT,1,D1+D2,10,90D,-0.07674943566591419
2022-01-06,ESSA.JK,EXIT,1,D2,99,90D,2.1562500901012718
2022-01-11,ESSA.JK,EXIT,1,D2,99,90D,1.9791666638063088
2022-03-01,ESSA.JK,HEALTHY,0,,1,90D,0.40909099078840727
2022-04-12,ESSA.JK,EXIT,1,D2,1,90D,-0.2975016308480962
2022-04-13,ESSA.JK,HEALTHY,0,,1,90D,-0.32134060357789607
2022-04-20,ESSA.JK,EXIT,1,D2,1,90D,-0.18681190304691597
2024-06-05,ESSA.JK,EXIT,1,D2,14,90D,0.18181818181818188
2024-08-05,ESSA.JK,EXIT,1,D2,12,90D,0.27814572310510677
2024-08-22,ESSA.JK,EXIT,1,D2,12,90D,0.07741934916021731
2024-11-08,ESSA.JK,EXIT,1,D1+D2,14,90D,-0.041666706654381436
2024-11-13,ESSA.JK,EXIT,1,D1+D2,14,90D,-0.0303029847480486
2025-01-16,ESSA.JK,EXIT,1,D2,14,90D,-0.2725680637307262
2025-01-23,ESSA.JK,EXIT,1,D2,14,90D,-0.2708706087588122
2022-01-06,EXCL.JK,EXIT,1,D1,99,90D,-0.09427610752697047
2022-01-11,EXCL.JK,EXIT,1,D1,99,90D,-0.07167229019385168
2022-01-18,EXCL.JK,EXIT,1,D1,99,90D,0.08361204555478885
2022-01-24,EXCL.JK,EXIT,1,D1,99,90D,0.06354505164796964
2022-02-14,EXCL.JK,EXIT,1,D1,99,90D,-0.08847922819780385
2022-02-17,EXCL.JK,EXIT,1,D1,99,90D,-0.0662651596370718
2022-05-12,EXCL.JK,EXIT,1,D2,99,90D,-0.007168356903441753
2022-05-17,EXCL.JK,EXIT,1,D2,99,90D,-0.05376332962248587
2023-08-11,EXCL.JK,EXIT,1,D2,99,90D,-0.026315715112560256
2023-09-07,EXCL.JK,EXIT,1,D2,99,90D,-0.06140349558733338
2023-10-20,EXCL.JK,EXIT,1,D1,99,90D,0.09090905692290807
2023-11-01,EXCL.JK,EXIT,1,D1+D2,99,90D,0.11650478201201175
2024-04-17,EXCL.JK,EXIT,1,D1+D2,99,90D,0.062466716652575194
2024-06-06,EXCL.JK,EXIT,1,D1,99,90D,0.04888879271634883
2024-07-19,EXCL.JK,EXIT,1,D2,99,90D,0.04128442404610655
2024-07-24,EXCL.JK,EXIT,1,D2,99,90D,0.03167428635103087
2024-08-22,EXCL.JK,EXIT,1,D2,99,90D,-0.018099557424778534
2024-08-28,EXCL.JK,EXIT,1,D1,99,90D,-0.026785668717662192
2024-08-30,EXCL.JK,EXIT,1,D1,99,90D,-0.004484247054986956
2024-09-04,EXCL.JK,EXIT,1,D1,99,90D,0.0
2024-10-02,EXCL.JK,EXIT,1,D2,99,90D,0.01818176593978804
2024-10-04,EXCL.JK,EXIT,1,D1,99,90D,0.0
2024-11-05,EXCL.JK,EXIT,1,D1,99,90D,0.01793728977924469
2025-01-03,EXCL.JK,EXIT,1,D1,99,90D,0.02186926113810772
2025-01-20,EXCL.JK,EXIT,1,D1,99,90D,0.017410524070738065
2025-02-28,EXCL.JK,EXIT,1,D2,99,90D,0.04524189493008768
2025-04-08,EXCL.JK,EXIT,1,D2,99,90D,0.2628292754021535
2025-04-11,EXCL.JK,EXIT,1,D2,99,90D,0.21553224246935576
2025-04-21,EXCL.JK,EXIT,1,D2,99,90D,0.20283022376570958
2025-05-08,EXCL.JK,EXIT,1,D1,99,90D,0.3896713711889437
2025-05-15,EXCL.JK,EXIT,1,D1,99,90D,0.3657407432341093
2025-09-09,EXCL.JK,EXIT,1,D2,99,90D,0.30825276610839625
2025-10-01,EXCL.JK,EXIT,1,D2,99,90D,0.5213607066007344
2025-10-07,EXCL.JK,EXIT,1,D2,99,90D,0.7378352127123404
2025-10-09,EXCL.JK,EXIT,1,D2,99,90D,0.6457585517529951
2025-10-13,EXCL.JK,EXIT,1,D2,99,90D,0.6738244791818915
2025-10-31,EXCL.JK,EXIT,1,D2,99,90D,0.2576581841232739
2026-01-28,EXCL.JK,EXIT,1,D2,99,90D,-0.20157068062827221
