Date,ticker,exit_state,exit_flag,triggers,rank,horizon,fwd_return
2022-03-25,TPIA.JK,EXIT,1,D2,99,30D,0.07631569454441722
2022-06-17,TPIA.JK,EXIT,1,D1,99,30D,0.007873861185978326
2022-07-26,TPIA.JK,EXIT,1,D2,99,30D,-0.003208535550744407
2022-08-01,TPIA.JK,EXIT,1,D2,99,30D,0.04385019635256682
2022-09-01,TPIA.JK,EXIT,1,D1+D2,99,30D,0.03004283054298651
2022-09-06,TPIA.JK,EXIT,1,D1+D2,99,30D,0.051282142937119524
2022-09-28,TPIA.JK,EXIT,1,D1,99,30D,0.012552322789601833
2022-11-02,TPIA.JK,EXIT,1,D1+D2,99,30D,0.030303156165639278
2022-11-16,TPIA.JK,EXIT,1,D1,99,30D,0.033755371932739475
2022-11-21,TPIA.JK,EXIT,1,D1+D2,99,30D,0.034042436922798514
2022-12-05,TPIA.JK,EXIT,1,D2,99,30D,0.060085872255912554
2023-01-05,TPIA.JK,EXIT,1,D2,99,30D,-0.0042553962159227465
2023-05-04,TPIA.JK,EXIT,1,D1,99,30D,-0.10169921493100775
2023-05-09,TPIA.JK,EXIT,1,D1+D2,99,30D,-0.08219994231268402
2023-05-16,TPIA.JK,EXIT,1,D2,99,30D,-0.06528165051218349
2023-05-19,TPIA.JK,EXIT,1,D2,99,30D,-0.038745023713293136
2024-01-09,TPIA.JK,EXIT,1,D2,99,30D,0.23222724947082463
2024-02-07,TPIA.JK,EXIT,1,D2,99,30D,0.06730783842909549
2024-03-15,TPIA.JK,EXIT,1,D2,99,30D,0.4466017872233441
2024-08-21,TPIA.JK,EXIT,1,D2,99,30D,-0.14814815583807261
2024-09-03,TPIA.JK,EXIT,1,D2,99,30D,-0.06613760293934756
2025-05-21,TPIA.JK,EXIT,1,D2,99,30D,0.0005827390283346112
2025-05-28,TPIA.JK,EXIT,1,D2,99,30D,0.0703284665927002
2025-06-23,TPIA.JK,EXIT,1,D2,99,30D,-0.03466672830123996
2025-06-25,TPIA.JK,EXIT,1,D2,99,30D,-0.028947316002531864
2025-07-18,TPIA.JK,EXIT,1,D2,99,30D,-0.047872321006972696
2025-08-04,TPIA.JK,EXIT,1,D2,99,30D,-0.11141307359669061
2022-01-03,UNTR.JK,EXIT,1,D1+D2,99,30D,0.0504009605693978
2022-01-20,UNTR.JK,EXIT,1,D2,99,30D,0.02844651405935439
2022-01-25,UNTR.JK,EXIT,1,D2,99,30D,0.08855288032674236
2022-01-31,UNTR.JK,EXIT,1,D2,99,30D,0.17081061362414562
2022-07-01,UNTR.JK,EXIT,1,D1+D2,11,30D,0.21415106263088157
2022-11-02,UNTR.JK,EXIT,1,D1,17,30D,-0.0008142654854091935
2022-11-08,UNTR.JK,EXIT,1,D1,17,30D,-0.10024044789932929
2022-12-02,UNTR.JK,EXIT,1,D1+D2,17,30D,-0.11719430477024673
2023-05-04,UNTR.JK,EXIT,1,D2,17,30D,-0.06734696140092922
2023-05-15,UNTR.JK,EXIT,1,D2,17,30D,-0.06530613822450115
2023-05-25,UNTR.JK,EXIT,1,D2,17,30D,-0.009574552577647055
2023-10-23,UNTR.JK,EXIT,1,D1,13,30D,-0.08900017085454459
2023-10-30,UNTR.JK,EXIT,1,D1,13,30D,-0.0778686543471061
2024-01-22,UNTR.JK,EXIT,1,D2,14,30D,-0.019354750488957406
2024-03-04,UNTR.JK,HEALTHY,0,,9,30D,0.052083336493374155
2024-03-13,UNTR.JK,EXIT,1,D2,9,30D,0.07545160662026262
2024-03-14,UNTR.JK,HEALTHY,0,,9,30D,0.03419686440049663
2024-05-07,UNTR.JK,EXIT,1,D2,9,30D,-0.017977628415526636
2024-05-15,UNTR.JK,EXIT,1,D2,9,30D,-0.03820228200721476
2024-05-31,UNTR.JK,EXIT,1,D1+D2,9,30D,0.06002259188161396
2024-06-03,UNTR.JK,HEALTHY,0,,9,30D,0.03155593176002003
2024-06-11,UNTR.JK,EXIT,1,D2,9,30D,0.07551501783976655
2024-07-04,UNTR.JK,HEALTHY,0,,5,30D,0.08227844709620014
2024-07-10,UNTR.JK,HEALTHY,0,,5,30D,0.04564761420498531
2024-07-15,UNTR.JK,HEALTHY,0,,5,30D,0.053684215853730954
2024-08-22,UNTR.JK,HEALTHY,0,,4,30D,0.03431837629843337
2024-09-27,UNTR.JK,HEALTHY,0,,4,30D,-0.00805414779359559
2024-10-03,UNTR.JK,HEALTHY,0,,3,30D,0.026198922110725054
2024-10-16,UNTR.JK,HEALTHY,0,,3,30D,-0.013295407355820132
2024-10-31,UNTR.JK,HEALTHY,0,,3,30D,-0.001821455901152902
2024-11-12,UNTR.JK,HEALTHY,0,,2,30D,0.045837149757390394
2024-11-15,UNTR.JK,HEALTHY,0,,2,30D,-0.011299451503240077
2024-11-21,UNTR.JK,HEALTHY,0,,2,30D,-0.0459231525132785
2024-12-20,UNTR.JK,EXIT,1,D1,2,30D,-0.022395336008011135
2025-01-02,UNTR.JK,EXIT,1,D1,2,30D,-0.021400766488250955
2025-02-03,UNTR.JK,EXIT,1,D1,2,30D,-0.11300000513195585
2025-02-10,UNTR.JK,EXIT,1,D2,2,30D,-0.017616628674421375
2025-02-25,UNTR.JK,EXIT,1,D2,2,30D,0.0
2025-03-07,UNTR.JK,EXIT,1,D1+D2,2,30D,-0.0758836150838077
2025-07-22,UNTR.JK,HEALTHY,0,,9,30D,0.11930585916897973
2025-09-02,UNTR.JK,HEALTHY,0,,5,30D,0.009652517207457967
2025-10-03,UNTR.JK,HEALTHY,0,,5,30D,0.052557822073606264
2025-10-17,UNTR.JK,HEALTHY,0,,5,30D,0.039888681562213923
2025-10-22,UNTR.JK,HEALTHY,0,,5,30D,0.004651187295374948
2025-11-17,UNTR.JK,HEALTHY,0,,5,30D,0.004460326672483639
2025-12-02,UNTR.JK,HEALTHY,0,,6,30D,0.09640666759796135
2025-12-17,UNTR.JK,HEALTHY,0,,6,30D,-0.021390384743382618
2026-01-09,UNTR.JK,HEALTHY,0,,6,30D,-0.12777776992944334
2026-01-21,UNTR.JK,EXIT,1,D1+D2,6,30D,0.1295956310225479
2026-02-05,UNTR.JK,EXIT,1,D1,6,30D,0.08667876711818079
2026-02-13,UNTR.JK,HEALTHY,0,,6,30D,0.046768747558018076
2026-03-03,UNTR.JK,HEALTHY,0,,6,30D,0.019524666040089844
2026-03-05,UNTR.JK,HEALTHY,0,,6,30D,0.04219410982443117
2026-03-12,UNTR.JK,HEALTHY,0,,6,30D,0.054211856428633354
2026-03-16,UNTR.JK,HEALTHY,0,,6,30D,0.10262936343475504
2022-03-01,ADRO.JK,HEALTHY,0,,2,60D,0.1976743502457925
2022-03-15,ADRO.JK,EXIT,1,D2,2,60D,0.2352191676670481
2022-03-16,ADRO.JK,HEALTHY,0,,2,60D,0.14994206230532026
2022-03-17,ADRO.JK,EXIT,1,D2,2,60D,0.2064236353086426
2022-03-22,ADRO.JK,HEALTHY,0,,2,60D,0.24408333438662955
2022-03-29,ADRO.JK,EXIT,1,D2,2,60D,0.3595216133782422
2022-04-08,ADRO.JK,HEALTHY,0,,2,60D,0.0030412643760653335
2022-06-15,ADRO.JK,EXIT,1,D2,2,60D,0.0493420936829887
2022-07-26,ADRO.JK,HEALTHY,0,,2,60D,0.28164572000905874
2022-08-05,ADRO.JK,EXIT,1,D2,2,60D,0.30351436466349146
2022-08-12,ADRO.JK,HEALTHY,0,,2,60D,0.25391861166033025
2022-08-16,ADRO.JK,EXIT,1,D2,2,60D,0.2539680974043139
2022-08-18,ADRO.JK,HEALTHY,0,,2,60D,0.2184614694985474
2022-08-22,ADRO.JK,EXIT,1,D2,2,60D,0.21904748127135187
2022-08-23,ADRO.JK,HEALTHY,0,,2,60D,0.19402981844645506
2022-08-26,ADRO.JK,HEALTHY,0,,2,60D,0.13782993904020557
2022-11-10,ADRO.JK,EXIT,1,D1+D2,1,60D,-0.06851466396360628
2022-11-29,ADRO.JK,HEALTHY,0,,1,60D,-0.15627219095487666
2022-12-14,ADRO.JK,HEALTHY,0,,1,60D,-0.233476004963033
2022-12-27,ADRO.JK,EXIT,1,D1,1,60D,-0.17552166493840105
2022-12-30,ADRO.JK,HEALTHY,0,,1,60D,-0.16914877915502546
2023-01-03,ADRO.JK,EXIT,1,D1,1,60D,-0.14204554205221587
2024-01-29,ADRO.JK,HEALTHY,0,,3,60D,0.12083351282824495
2024-01-30,ADRO.JK,EXIT,1,D1,3,60D,0.12970694654466053
2024-01-31,ADRO.JK,HEALTHY,0,,3,60D,0.170833317015614
2024-02-13,ADRO.JK,HEALTHY,0,,10,60D,0.05645152907086293
2024-02-22,ADRO.JK,HEALTHY,0,,10,60D,0.16803286085906466
2024-02-27,ADRO.JK,EXIT,1,D1,10,60D,0.23949607329104494
2024-03-01,ADRO.JK,HEALTHY,0,,7,60D,0.15662659048384886
2024-07-10,ADRO.JK,HEALTHY,0,,3,60D,0.1965517075604617
2024-07-17,ADRO.JK,HEALTHY,0,,3,60D,0.26551712711318176
2024-08-22,ADRO.JK,HEALTHY,0,,3,60D,0.11011904938320627
2024-11-04,ADRO.JK,HEALTHY,0,,7,60D,0.011881255230178578
2024-11-12,ADRO.JK,HEALTHY,0,,7,60D,0.045356707064133195
2024-11-28,ADRO.JK,HEALTHY,0,,7,60D,-0.10751337554718143
2024-11-29,ADRO.JK,EXIT,1,D2,7,60D,0.14913468261793916
2024-12-05,ADRO.JK,EXIT,1,D2,7,60D,-0.0008494664948298647
2024-12-09,ADRO.JK,HEALTHY,0,,7,60D,-0.12760729669739101
2025-01-02,ADRO.JK,HEALTHY,0,,7,60D,-0.18972331851497115
2025-01-09,ADRO.JK,EXIT,1,D2,7,60D,-0.20299144517106082
2025-01-14,ADRO.JK,HEALTHY,0,,7,60D,-0.239406811763479
2025-01-21,ADRO.JK,EXIT,1,D2,7,60D,-0.24458871220781842
2025-02-06,ADRO.JK,EXIT,1,D1+D2,7,60D,-0.21397376445855787
2022-01-05,AKRA.JK,EXIT,1,D1,99,60D,-0.016990217146132913
2022-01-12,AKRA.JK,EXIT,1,D1,99,60D,-0.01829251016918243
2022-01-14,AKRA.JK,EXIT,1,D1,99,60D,0.012121230605319333
2022-03-09,AKRA.JK,HEALTHY,0,,7,60D,0.2806027160950193
2022-03-10,AKRA.JK,EXIT,1,D2,7,60D,0.34314030195900935
2022-03-16,AKRA.JK,HEALTHY,0,,7,60D,0.28855678266305484
2022-06-21,AKRA.JK,HEALTHY,0,,4,60D,0.12419725185034758
2022-06-30,AKRA.JK,EXIT,1,D2,4,60D,0.20796741596902257
2022-07-15,AKRA.JK,EXIT,1,D2,4,60D,0.3815582604970642
2022-07-19,AKRA.JK,HEALTHY,0,,4,60D,0.24698760763953143
2022-09-06,AKRA.JK,HEALTHY,0,,3,60D,0.2809915609953144
2022-09-13,AKRA.JK,HEALTHY,0,,3,60D,0.16334658171208227
2022-10-26,AKRA.JK,HEALTHY,0,,3,60D,0.0035843336965395434
2022-11-10,AKRA.JK,HEALTHY,0,,4,60D,-0.13356158768696025
2022-12-13,AKRA.JK,HEALTHY,0,,3,60D,-0.08391597832613784
2022-12-19,AKRA.JK,EXIT,1,D2,3,60D,-0.00746266134619511
2022-12-28,AKRA.JK,HEALTHY,0,,3,60D,-0.02464803370994484
2023-01-04,AKRA.JK,EXIT,1,D1+D2,3,60D,0.07751911742451156
2023-01-30,AKRA.JK,EXIT,1,D1,3,60D,0.1524163939809955
2023-02-01,AKRA.JK,HEALTHY,0,,2,60D,0.1423357681468218
2023-02-06,AKRA.JK,EXIT,1,D2,2,60D,0.20152090740324957
2023-02-14,AKRA.JK,HEALTHY,0,,2,60D,0.19188206483111192
2023-02-15,AKRA.JK,EXIT,1,D2,2,60D,0.2126864518683207
2023-02-24,AKRA.JK,HEALTHY,0,,2,60D,0.07499986425520766
2023-05-12,AKRA.JK,EXIT,1,D2,1,60D,0.014598451003966728
2023-05-16,AKRA.JK,EXIT,1,D1+D2,1,60D,0.04999989776129721
2023-05-31,AKRA.JK,EXIT,1,D1+D2,1,60D,-0.010416664280142096
2023-06-14,AKRA.JK,HEALTHY,0,,1,60D,-0.08110124841028832
2023-06-20,AKRA.JK,HEALTHY,0,,1,60D,-0.0886628458174834
2023-07-07,AKRA.JK,HEALTHY,0,,1,60D,0.05697739359651477
2023-07-17,AKRA.JK,EXIT,1,D1,1,60D,0.09433149994360868
2023-07-28,AKRA.JK,EXIT,1,D1,1,60D,0.12812488656550225
2023-08-29,AKRA.JK,HEALTHY,0,,4,60D,0.06273063755168895
2023-10-09,AKRA.JK,HEALTHY,0,,5,60D,-0.027434331996088912
2023-10-19,AKRA.JK,HEALTHY,0,,5,60D,0.035087754133133364
2023-10-31,AKRA.JK,HEALTHY,0,,5,60D,0.042034572148627936
2023-11-20,AKRA.JK,HEALTHY,0,,4,60D,0.11986305087027649
2023-12-07,AKRA.JK,EXIT,1,D1,6,60D,0.22097384313723345
2023-12-28,AKRA.JK,HEALTHY,0,,6,60D,0.21107241543898958
2024-02-29,AKRA.JK,HEALTHY,0,,5,60D,-0.014431816908723527
2024-04-16,AKRA.JK,HEALTHY,0,,6,60D,-0.07403789458439503
2024-04-26,AKRA.JK,EXIT,1,D1,6,60D,0.018167732311903384
2024-05-16,AKRA.JK,EXIT,1,D1,6,60D,-0.04113923881181236
2024-05-21,AKRA.JK,EXIT,1,D1,6,60D,-0.04140118321427577
2024-05-27,AKRA.JK,EXIT,1,D1,6,60D,-0.015822701778804515
2024-06-26,AKRA.JK,HEALTHY,0,,6,60D,-0.08588260410247761
2024-07-01,AKRA.JK,EXIT,1,D1,13,60D,-0.027489373185148547
2024-08-22,AKRA.JK,EXIT,1,D2,15,60D,-0.006849333623163201
2024-08-29,AKRA.JK,EXIT,1,D2,15,60D,-0.08783771206440527
2024-10-15,AKRA.JK,EXIT,1,D2,20,60D,-0.0993151040029504
2024-10-18,AKRA.JK,EXIT,1,D1+D2,20,60D,-0.19031133507954212
2025-05-22,AKRA.JK,EXIT,1,D2,16,60D,-0.014925301584366557
2025-08-11,AKRA.JK,EXIT,1,D2,20,60D,-0.14007777747789962
2026-01-29,AKRA.JK,EXIT,1,D2,16,60D,0.15352701264368185
2023-12-01,AMMN.JK,EXIT,1,D2,99,60D,0.2881355932203389
2023-12-14,AMMN.JK,EXIT,1,D2,99,60D,0.1977611940298507
2024-05-30,AMMN.JK,EXIT,1,D2,99,60D,-0.050200803212851364
2024-06-05,AMMN.JK,EXIT,1,D2,99,60D,-0.012552301255230103
2026-01-12,AMMN.JK,EXIT,1,D2,99,60D,-0.4309148264984227
2026-01-19,AMMN.JK,EXIT,1,D2,99,60D,-0.36601307189542487
2026-01-27,AMMN.JK,EXIT,1,D2,99,60D,-0.37564102564102564
2026-02-23,AMMN.JK,EXIT,1,D2,99,60D,-0.34615384615384615
2022-01-03,ANTM.JK,EXIT,1,D1+D2,99,60D,0.20512816488801922
2022-03-07,ANTM.JK,HEALTHY,0,,10,60D,-0.17375884456014368
2022-03-09,ANTM.JK,EXIT,1,D2,10,60D,-0.09433969480670301
2022-04-07,ANTM.JK,HEALTHY,0,,9,60D,-0.23819615464530297
2022-04-11,ANTM.JK,EXIT,1,D2,9,60D,-0.21985101162765242
2022-04-13,ANTM.JK,HEALTHY,0,,9,60D,-0.28279399296009866
2022-04-25,ANTM.JK,EXIT,1,D2,9,60D,-0.3060412735042447
2023-06-19,ANTM.JK,EXIT,1,D2,12,60D,0.0027146625115834766
2023-08-01,ANTM.JK,HEALTHY,0,,8,60D,-0.1151960809345568
2023-08-07,ANTM.JK,HEALTHY,0,,8,60D,-0.15931368694115788
2023-08-18,ANTM.JK,EXIT,1,D2,8,60D,-0.05128201292793444
2023-08-24,ANTM.JK,HEALTHY,0,,8,60D,-0.11528822316876197
2023-09-01,ANTM.JK,EXIT,1,D1,11,60D,-0.15601031885137062
2024-04-18,ANTM.JK,EXIT,1,D2,20,60D,-0.23657497015532758
2024-04-23,ANTM.JK,EXIT,1,D2,20,60D,-0.1870936872570106
2024-11-13,ANTM.JK,EXIT,1,D2,20,60D,0.013333312829613364
2024-12-19,ANTM.JK,EXIT,1,D2,20,60D,0.10884354571741173
2025-01-06,ANTM.JK,EXIT,1,D2,20,60D,0.01706479805235661
2025-01-23,ANTM.JK,EXIT,1,D2,20,60D,0.09731544028213945
2025-03-10,ANTM.JK,EXIT,1,D2,20,60D,0.9865772874162371
2025-04-08,ANTM.JK,EXIT,1,D1+D2,20,60D,1.4785712788472005
2025-06-25,ANTM.JK,EXIT,1,D2,20,60D,-0.017064846416382284
2025-07-01,ANTM.JK,HEALTHY,0,,1,60D,-0.009771986970684043
2025-07-07,ANTM.JK,EXIT,1,D2,1,60D,0.1649484536082475
2025-07-11,ANTM.JK,HEALTHY,0,,1,60D,0.13377926421404673
2025-07-22,ANTM.JK,EXIT,1,D2,1,60D,0.20945945945945943
2025-07-31,ANTM.JK,EXIT,1,D2,1,60D,0.12631578947368416
2025-08-11,ANTM.JK,EXIT,1,D2,1,60D,0.12585034013605445
2025-08-29,ANTM.JK,HEALTHY,0,,1,60D,0.05263157894736836
2025-09-25,ANTM.JK,EXIT,1,D2,1,60D,-0.0757097791798107
2025-10-17,ANTM.JK,HEALTHY,0,,1,60D,-0.13913043478260867
2025-10-20,ANTM.JK,EXIT,1,D2,1,60D,-0.07645259938837923
2026-01-05,ANTM.JK,HEALTHY,0,,3,60D,0.12684365781710905
2026-01-30,ANTM.JK,EXIT,1,D2,3,60D,-0.11876484560570066
2026-02-19,ANTM.JK,HEALTHY,0,,3,60D,-0.044917257683215084
2026-02-20,ANTM.JK,EXIT,1,D2,3,60D,-0.08056872037914697
2026-02-23,ANTM.JK,HEALTHY,0,,3,60D,-0.14806378132118447
2026-03-02,ANTM.JK,HEALTHY,0,,3,60D,-0.21258134490238612
2026-03-04,ANTM.JK,EXIT,1,D2,3,60D,-0.11851851851851847
2022-01-03,ASII.JK,EXIT,1,D2,99,60D,0.0131002902956312
2022-01-05,ASII.JK,EXIT,1,D1+D2,99,60D,0.1300446745947137
2022-01-14,ASII.JK,EXIT,1,D2,99,60D,0.11790379873835044
2022-02-04,ASII.JK,EXIT,1,D1,99,60D,0.2545453872036938
2022-02-09,ASII.JK,EXIT,1,D1,99,60D,0.2522523073638019
2022-07-05,ASII.JK,EXIT,1,D1+D2,14,60D,0.09486145247545785
2022-09-07,ASII.JK,EXIT,1,D1,17,60D,-0.020626175083701126
2022-09-30,ASII.JK,EXIT,1,D1,17,60D,-0.07430815546214031
2022-10-10,ASII.JK,EXIT,1,D1,17,60D,-0.10718971910284514
2022-10-26,ASII.JK,EXIT,1,D1,17,60D,-0.1368822371520908
2022-11-02,ASII.JK,EXIT,1,D1,18,60D,-0.11284036935138086
2022-11-11,ASII.JK,EXIT,1,D1,18,60D,-0.17441853157185072
2022-11-18,ASII.JK,EXIT,1,D1+D2,18,60D,-0.10843368041835633
2023-08-29,ASII.JK,EXIT,1,D1,14,60D,-0.09074020641416403
2023-09-07,ASII.JK,EXIT,1,D1,17,60D,-0.07485791822744048
2023-10-03,ASII.JK,EXIT,1,D1,17,60D,-0.11469176043555696
2023-10-16,ASII.JK,EXIT,1,D2,17,60D,-0.05555580849468178
2023-11-07,ASII.JK,EXIT,1,D2,17,60D,-0.042918564009817306
2024-09-20,ASII.JK,HEALTHY,0,,9,60D,-0.030074262686465292
2024-09-24,ASII.JK,HEALTHY,0,,9,60D,-0.05473227139313941
2024-09-26,ASII.JK,HEALTHY,0,,9,60D,0.005123463969727071
2024-09-30,ASII.JK,HEALTHY,0,,9,60D,0.0348344638875957
2024-10-21,ASII.JK,HEALTHY,0,,9,60D,-0.04313734142642944
2024-11-01,ASII.JK,HEALTHY,0,,4,60D,-0.03054196762716077
2024-11-25,ASII.JK,HEALTHY,0,,4,60D,-0.08019307790188712
2024-12-03,ASII.JK,HEALTHY,0,,4,60D,-0.10829275800495908
2024-12-24,ASII.JK,EXIT,1,D1,4,60D,-0.04098348492150661
2025-01-10,ASII.JK,EXIT,1,D1,4,60D,-0.057142795428330784
2025-01-16,ASII.JK,EXIT,1,D1,4,60D,-0.034836019258573714
2025-01-31,ASII.JK,EXIT,1,D1,4,60D,-0.018750115327744954
2025-02-05,ASII.JK,EXIT,1,D1,4,60D,0.027426132072744247
2025-02-17,ASII.JK,EXIT,1,D1,4,60D,0.03164552796685127
2025-03-05,ASII.JK,HEALTHY,0,,4,60D,0.00816324024909676
2025-03-11,ASII.JK,HEALTHY,0,,4,60D,0.05431666962021753
2025-03-21,ASII.JK,HEALTHY,0,,4,60D,0.014720634692639178
2025-03-26,ASII.JK,HEALTHY,0,,4,60D,0.01650355987009955
2025-04-08,ASII.JK,EXIT,1,D2,4,60D,0.09626055839519476
2025-04-14,ASII.JK,HEALTHY,0,,4,60D,-0.04061979738575239
2025-04-29,ASII.JK,EXIT,1,D1,4,60D,0.03652236743170012
2025-05-28,ASII.JK,HEALTHY,0,,4,60D,0.030927828397257162
2025-07-04,ASII.JK,HEALTHY,0,,4,60D,0.19047608829846374
2025-07-23,ASII.JK,HEALTHY,0,,4,60D,0.19191915146094174
2025-08-19,ASII.JK,HEALTHY,0,,3,60D,0.035597635241597425
2025-09-23,ASII.JK,HEALTHY,0,,4,60D,0.10769928705719645
2025-10-09,ASII.JK,HEALTHY,0,,2,60D,0.15452869524633517
2025-10-14,ASII.JK,HEALTHY,0,,2,60D,0.10729607120131979
2025-11-27,ASII.JK,HEALTHY,0,,2,60D,-0.04562742596267155
2025-12-02,ASII.JK,HEALTHY,0,,1,60D,0.04905657338820246
2025-12-19,ASII.JK,HEALTHY,0,,1,60D,0.030651321719939784
2026-01-12,ASII.JK,HEALTHY,0,,1,60D,-0.16428569125593684
2026-01-22,ASII.JK,HEALTHY,0,,1,60D,-0.07749080368317529
2026-01-27,ASII.JK,EXIT,1,D2,1,60D,-0.06349202730610515
2026-01-30,ASII.JK,EXIT,1,D2,1,60D,-0.007874011295738392
2026-02-03,ASII.JK,HEALTHY,0,,1,60D,-0.09558825304276619
2026-02-05,ASII.JK,HEALTHY,0,,1,60D,-0.1079136791530283
2026-02-10,ASII.JK,HEALTHY,0,,1,60D,-0.07664236473504726
2026-02-12,ASII.JK,HEALTHY,0,,1,60D,-0.06642069968702202
2026-02-26,ASII.JK,HEALTHY,0,,1,60D,-0.10180912696472577
2026-03-02,ASII.JK,EXIT,1,D1+D2,1,60D,-0.028710979719896224
2026-03-25,ASII.JK,HEALTHY,0,,1,60D,-0.18427643081147083
2026-03-26,ASII.JK,EXIT,1,D2,1,60D,-0.1385958702336042
2022-03-02,BBCA.JK,HEALTHY,0,,9,60D,-0.026051302123559883
2022-03-10,BBCA.JK,HEALTHY,0,,9,60D,-0.04552970729192696
2022-03-14,BBCA.JK,HEALTHY,0,,9,60D,-0.07269016387539073
2022-03-22,BBCA.JK,HEALTHY,0,,9,60D,-0.029515118292314235
2022-05-09,BBCA.JK,EXIT,1,D1,11,60D,-0.06250002300097768
2022-05-12,BBCA.JK,EXIT,1,D1,11,60D,-0.03436431163652098
2022-06-02,BBCA.JK,EXIT,1,D1,11,60D,-0.009901203594500418
2022-06-22,BBCA.JK,EXIT,1,D1,11,60D,0.06666677605729521
2022-06-24,BBCA.JK,EXIT,1,D1,11,60D,0.06354517302694118
2022-07-13,BBCA.JK,EXIT,1,D2,17,60D,0.1964285742825702
2022-07-15,BBCA.JK,EXIT,1,D2,17,60D,0.21428562295774967
2022-07-29,BBCA.JK,EXIT,1,D1,17,60D,0.13265303637334203
2022-11-01,BBCA.JK,HEALTHY,0,,6,60D,-0.021763906105654707
2022-11-22,BBCA.JK,HEALTHY,0,,6,60D,-0.06095486319199628
2022-12-12,BBCA.JK,HEALTHY,0,,9,60D,0.022988498385408507
2023-01-04,BBCA.JK,EXIT,1,D1,9,60D,0.005987954823012176
2023-01-27,BBCA.JK,HEALTHY,0,,9,60D,0.03464337731842737
2023-01-31,BBCA.JK,EXIT,1,D1,9,60D,0.059102680846167654
2023-03-03,BBCA.JK,EXIT,1,D1,11,60D,0.05609395289205943
2023-03-17,BBCA.JK,EXIT,1,D1,11,60D,0.12655417066997332
2023-08-02,BBCA.JK,HEALTHY,0,,9,60D,0.0
2023-09-12,BBCA.JK,EXIT,1,D1,14,60D,-0.030219631624663124
2023-09-22,BBCA.JK,EXIT,1,D1,14,60D,-0.02203865306259556
2023-10-31,BBCA.JK,EXIT,1,D1,14,60D,0.08228218471425741
2023-11-10,BBCA.JK,EXIT,1,D1,13,60D,0.10439431158702805
2023-11-17,BBCA.JK,EXIT,1,D1,13,60D,0.06566628658194995
2023-11-30,BBCA.JK,EXIT,1,D1,13,60D,0.0859366621157791
2023-12-18,BBCA.JK,HEALTHY,0,,9,60D,0.073369630095929
2024-02-07,BBCA.JK,HEALTHY,0,,2,60D,0.02568045107176853
2024-02-20,BBCA.JK,HEALTHY,0,,2,60D,-0.025429416021111262
2024-04-04,BBCA.JK,HEALTHY,0,,2,60D,-0.04314724043954066
2024-04-23,BBCA.JK,HEALTHY,0,,2,60D,0.015424299668485464
2024-04-29,BBCA.JK,HEALTHY,0,,2,60D,0.015306037784676096
2024-05-03,BBCA.JK,HEALTHY,0,,2,60D,0.02538067888994311
2024-05-08,BBCA.JK,EXIT,1,D1,2,60D,0.0720000009070052
2024-05-17,BBCA.JK,HEALTHY,0,,2,60D,0.035897458259498416
2024-05-20,BBCA.JK,EXIT,1,D1,2,60D,0.07387855426757772
2024-05-22,BBCA.JK,EXIT,1,D1,2,60D,0.09283819598733634
2024-05-28,BBCA.JK,EXIT,1,D1,2,60D,0.10215067465949867
2024-06-06,BBCA.JK,EXIT,1,D1,2,60D,0.06596297484978941
2024-06-13,BBCA.JK,EXIT,1,D1,2,60D,0.10869575514831964
2024-06-21,BBCA.JK,HEALTHY,0,,2,60D,0.08593740225641877
2024-06-27,BBCA.JK,HEALTHY,0,,2,60D,0.05897441907240175
2024-07-24,BBCA.JK,HEALTHY,0,,1,60D,0.08684863811534216
2024-09-19,BBCA.JK,HEALTHY,0,,2,60D,-0.08256874650536117
2024-10-01,BBCA.JK,HEALTHY,0,,1,60D,-0.04740499541342402
2024-10-08,BBCA.JK,HEALTHY,0,,1,60D,-0.02641819818344804
2024-10-14,BBCA.JK,HEALTHY,0,,1,60D,-0.026119220169852908
2024-10-24,BBCA.JK,HEALTHY,0,,1,60D,-0.08424042126468811
2024-11-05,BBCA.JK,HEALTHY,0,,1,60D,-0.0572259568702812
2024-11-11,BBCA.JK,EXIT,1,D1,1,60D,-0.020012071545535415
2024-11-21,BBCA.JK,EXIT,1,D1,1,60D,-0.07106585086265438
2024-12-04,BBCA.JK,EXIT,1,D1,1,60D,-0.11029418473955543
2024-12-09,BBCA.JK,HEALTHY,0,,1,60D,-0.13285027437366048
2024-12-12,BBCA.JK,EXIT,1,D1,1,60D,-0.120393017471497
2024-12-19,BBCA.JK,EXIT,1,D1,1,60D,-0.09302332572465122
2024-12-24,BBCA.JK,EXIT,1,D1,1,60D,-0.09743587991316871
2024-12-30,BBCA.JK,EXIT,1,D1,1,60D,-0.06976750795785214
2025-01-10,BBCA.JK,EXIT,1,D1,1,60D,-0.10025710267761545
2025-01-20,BBCA.JK,EXIT,1,D1,1,60D,-0.1486114607520136
2025-02-10,BBCA.JK,EXIT,1,D2,1,60D,-0.06498547590720527
2025-05-07,BBCA.JK,HEALTHY,0,,1,60D,-0.05785119014574902
2025-05-08,BBCA.JK,EXIT,1,D2,1,60D,-0.0501392571367425
2025-05-14,BBCA.JK,HEALTHY,0,,1,60D,-0.09164411658993499
2025-05-20,BBCA.JK,HEALTHY,0,,1,60D,-0.10290240852877397
2025-06-04,BBCA.JK,EXIT,1,D2,1,60D,-0.07520891428592336
